Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,10.6,11.8,9.1,1017.4,83,0.25,10.1,18.5,33.5,-,o, , , 
2,10.6,17.2,7,1022.6,81,0,11.3,10,24.1,-, , , , 
3,10.4,14.7,6.7,1022.7,82,0,10.9,14.4,29.4,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,11.4,17.6,8.3,1028.9,84,0,10,6.9,16.5,-, , , , 
8,15.4,19.8,11,1023.2,60,0,11.6,19.1,22.2,-, , , , 
9,13.2,15.5,11.1,1021.2,69,0,9.7,18,29.4,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,15.6,18.4,13.7,1011,73,0,9.2,15.9,24.1,-,o, , , 
14,12.1,15.2,9.7,1015.7,73,0.51,9.5,7.4,13,-,o, , , 
15,9.6,14.2,7.3,1026.5,84,3.05,8.9,10,18.3,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, ,o, 
19,8.8,12.6,6,1017.8,78,35.05,7.7,23.9,48.2,-,o, ,o, 
20,9.7,17.3,5.1,1019.5,69,8.89,10.1,18,29.4,-, , , , 
21,11.3,17.9,7.5,1010.4,71,0,10.8,11.5,25.9,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, ,o, 
24,,,,,,,,,,,o, ,o, 
25,7.9,12.8,0.9,1021.8,80,-,8.5,21.5,33.5,-,o, , , 
26,10.6,12.8,8.6,1023.8,92,16,7.2,16.7,22.2,-,o, , , 
27,10.7,14.8,8.4,1028.1,88,19.05,9.2,5.6,11.1,-,o, , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,9,15.4,5,1032.4,79,0,11.3,14.1,27.8,-, , , , 
1,8.9,16.2,5.3,1031.4,74,0,11.3,13.5,25.9,-, , , , 
2,8.2,12.6,5.1,1031.9,80,0,10,13.7,25.9,-, , , , 
3,9.6,15.2,7.3,1035.8,80,0,10,12.8,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,9.2,16.5,5,1032.8,73,0,10,15.7,25.9,-, , , , 
8,11,15.4,7.8,1035.2,81,0,14.6,12,18.3,-, , , , 
9,10.4,14.3,6.6,1036.2,81,3.05,8.2,7.4,13,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,9.1,17.9,5,1032.3,70,0,13.2,17.4,31.3,-, , , , 
14,9.2,15.3,4.6,1028.2,74,0,10,11.1,22.2,-, , , , 
15,10,17.8,5.6,1023.8,71,0,10,11.1,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.8,18.2,11.1,1021.9,64,0,10.3,10.7,18.3,-, , , , 
20,9.5,11.7,7.2,1031.1,67,3.05,8.5,14.3,22.2,-,o, , , 
21,7.8,12.2,5.2,1037.3,78,4.06,9.3,11.7,16.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,6.8,13.6,2.5,1037.4,84,0,10,10.6,18.3,-, , , , 
26,7.7,14.8,3.8,1040.1,81,0,10,10.2,22.2,-, , , , 
27,8.7,17,4.5,1037.3,71,0,10,14.6,27.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,12.1,18.2,7.1,1025.7,70,0,9,9.4,18.3,-, , , , 
1,11.8,22.4,6.2,1024.9,67,0,9.7,12.6,22.2,-, , , , 
2,10.2,13.8,7.1,1026.5,72,0,8.9,15.9,22.2,-, , , , 
3,8.7,14.7,4.9,1033.4,75,0,9.3,10.6,16.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,10.7,13.7,7.4,1005.2,71,3.05,8.5,17.4,29.4,-,o, , , 
8,9.9,15.2,6,1005,77,1.02,9.3,8.3,18.3,-,o, , , 
9,9.4,14.2,5.7,1006.2,78,0.25,9.7,8.3,18.3,-,o, , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,9.7,15.4,5.2,1008.4,69,0,9.5,8.3,14.8,-, , , , 
14,6.8,12.4,2.2,1007.8,81,0,9.7,12.2,18.3,-,o, , , 
15,10.7,17.4,5.8,1014.2,70,0,9.5,9.8,25.9,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, , , 
19,9.2,14,6.6,1026.5,78,0.51,8.2,8.9,18.3,-, , , , 
20,10.4,15.8,2.7,1023.4,67,0.25,10.1,13.1,21.9,-, , , , 
21,10.7,16.2,7.6,1021.3,79,0,10.6,8.3,14.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,14.1,20.8,8.2,1028.8,79,0,9.7,10.2,18.3,-, , , , 
26,13.2,18.8,8.8,1026.5,88,0,7.9,10.2,24.1,-, , , , 
27,14.7,18.2,10,1026.9,75,0,8.9,3.9,10.7,-, , , , 
28,,,,,,,,,,, , , , 
1,12.4,18.9,7.2,1020.4,73,0,10,14.3,22.2,-, , , , 
2,12.4,14.5,9,1023.4,72,0.51,9,8.3,16.5,-, , , , 
3,9.8,15.3,4.7,1027.7,74,0,9.2,9.4,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,11.4,15,5,1027.9,79,0.51,8.7,9.6,22.2,-, , , , 
8,11.7,16,6.3,1028.1,81,0,8.5,10.6,22.2,-, , , , 
9,13.6,23.6,8.1,1026.8,59,0,9.8,10.7,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,13.9,19.8,9.4,1024.7,59,0,10,11.9,22.2,-, , , , 
14,18.6,27.6,10.2,1021.5,47,0,9.5,18.1,37,-, , , , 
15,19.2,26.7,13.5,1013.6,46,0,9,18.1,37,-, , , , 
16,,,,,,,,,,,o, ,o, 
17,,,,,,,,,,,o, ,o, 
18,,,,,,,,,,,o, , , 
19,12,18.3,7.7,1026.6,78,0,10.1,10.7,22.2,-, , , , 
20,15.1,22.5,9,1020.9,70,0,12.2,12.6,22.2,-, , , , 
21,17.9,21.3,13,1019.8,69,0,10.8,7.8,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , ,o
24,,,,,,,,,,,o, ,o, 
25,10.4,14.7,7.4,1007.2,81,5.08,8.7,17.6,25.9,-,o, ,o, 
26,13.7,19.1,6.8,1013.8,56,11.94,9.3,19.3,44.3,-, , , , 
27,12.9,16.3,7.8,1010.4,78,0,10,8.9,18.3,-,o, , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
31,13,17.8,9,1012.6,69,0,10.3,8.1,14.8,-, , , , 
1,14.9,21.5,7.8,1005.2,62,0,10.5,18.3,31.3,-,o, , , 
2,14.5,18.4,10.4,1007.7,66,0.25,10.3,12.4,18.3,-,o, , , 
3,12.3,15.6,7.5,1011.8,73,0,10.1,11.9,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,15.2,20.3,8.1,1018.3,67,0,12.7,15,22.2,-, , , , 
8,15.7,22,9.3,1021.2,70,0,10,14.1,25.9,-, , , , 
9,16.9,21.5,9.6,1021.4,71,0,11.9,13,31.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,12.1,17.2,6.5,1026,76,0,10,11.7,14.8,-, , , , 
14,12.4,16.6,6.1,1026.4,69,0,9.8,9.3,18.3,-, , , , 
15,11.9,16.1,6.4,1026.2,72,0,10,13,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,17.3,21.7,11.5,1011.5,67,0,11.3,15.9,29.4,-, , , , 
20,18.5,26.3,10.8,1011,61,0,11.4,9.6,25.9,-, , , , 
21,17,21.7,12.8,1016.1,67,0,8.7,11.1,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,16.1,20.8,11.2,1012.5,77,0,9.8,11.5,18.3,-, , , , 
26,16.1,17.5,14.6,1013.9,91,12.95,8.9,7.8,16.5,-,o, , , 
27,16.6,22.6,11.1,1014.5,81,0.51,13.2,13.7,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.1,18.2,13.4,1017.8,85,0.25,9.2,8.7,27.8,-,o, , , 
2,14.8,20.5,10.4,1020.7,77,0,10,19.1,25.9,-, , , , 
3,16.3,19.8,10.4,1019.2,82,0,12.9,11.9,20.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,18.7,27.5,14.2,1013.1,86,0,7.4,18.9,37,-, , , , 
8,18.1,20.2,16.5,1013.2,90,0,6.3,8,18.3,-, , , , 
9,17.4,22.5,13.3,1013.5,86,0,7.1,10.9,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,20.9,26.1,17.4,1012.3,61,0,10.6,23,29.4,-, , , , 
14,20.3,25.6,16.7,1009.7,69,0,10,20.2,33.5,-, , , , 
15,18.7,23.7,13.4,1011.8,68,0,11.9,16.1,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.3,22.7,13.7,1014.5,84,0,10,21.3,75.9,-, , , , 
20,25,34.3,17.5,1007.6,38,0,9.7,29.3,33.5,-, , , , 
21,18.3,23.4,14.4,1010.2,65,0,10.9,18,33.5,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,16.8,21.8,9.4,1017.6,73,0,9.8,18,27.8,-, , , , 
26,17.7,22.8,12.8,1016.1,76,0,8.7,19.8,22.2,-, , , , 
27,17.8,22.3,13.4,1016.5,79,0,8.5,8.3,22.2,-,o, , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,24.8,32.2,19.2,1011.8,52,0,10,16.1,29.4,-, , , , 
1,20.7,24.7,17.2,1014.8,74,0,10,18,37,-, , , , 
2,20,23.7,14.7,1019.6,76,0,10,16.1,25.9,-, , , , 
3,20,24.6,14.8,1018.7,82,0,8.7,18.1,37,-, , , , 
4,,,,,,,,,,, , , ,o
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.4,24.4,16.6,1015.3,72,0,8.5,14.1,25.9,-, , , , 
8,21.2,25.2,16.6,1019.6,79,0,9.5,11.7,22.2,-, , , , 
9,21.4,26.6,18.2,1021.7,76,0,8,8.5,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,22.7,27.8,18.6,1016.3,77,0,7.9,11.5,29.4,-, , , , 
14,21.6,23.7,17.8,1022.4,60,0,7.4,9.8,33.5,-, , , , 
15,19.2,25.4,13.2,1025,63,0,9.5,16.3,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,20.2,25.8,14.8,1013.4,72,0,8,18.3,33.5,-, , , , 
20,20.2,22.7,19,1014.8,79,0,9.8,7.8,18.3,-, , , , 
21,20.6,24.2,17.5,1019.5,78,0,8.5,13.7,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,25.4,32.2,20.6,1014.3,56,0,11.4,16.3,29.4,-, , , , 
26,23.7,25.4,21.9,1012.9,71,0,7.9,17.2,33.5,-, , , , 
27,22.7,25,21.2,1012.8,83,0,7.1,14.8,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,22.7,27.2,19.1,1017.4,63,0,9.8,15,33.5,-, , , , 
2,21.9,27,16.4,1019,78,0,8.7,13.9,22.2,-, , , , 
3,23.2,28.1,17.6,1014.6,78,0,8.9,15.9,24.1,-, , ,o, 
4,,,,,,,,,,,o, ,o, 
5,,,,,,,,,,, , ,o, 
6,,,,,,,,,,, , , , 
7,23.7,27.5,21.6,1016.6,77,0,9.2,13.9,25.9,-, , , , 
8,23.6,26.8,17.2,1015.5,80,0,8.5,14.8,22.2,-, , , , 
9,24.1,27.5,18.2,1014.3,80,0,9.5,16.7,27.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,24.4,28.4,19.4,1017,81,0,8,11.1,24.1,-, , , , 
14,26.5,32.8,20.6,1014.2,69,0,8.4,23.3,40.7,-, , , , 
15,24.6,29.6,19.7,1014.5,81,0,9.2,18.7,27.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,28.5,31.2,25.6,1017.4,65,0,10,18.7,29.4,-, , , , 
20,28.1,35.6,22,1016.3,69,0,10,17.6,33.5,-, , , , 
21,30.2,40.8,22.7,1014.1,53,0,9.7,17.4,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,31.2,43.4,25.6,1009,40,0,8,13.9,22.2,-, , , , 
26,32.8,40.7,24.6,1010.8,38,0,7.9,17.4,29.4,-, , , , 
27,27.8,30.8,23.4,1013.7,58,0,8.2,17.2,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,28.3,34.3,23.8,1012.5,49,0,6.3,22.2,35.2,-, , , , 
1,26.3,30.5,21.4,1013.1,70,0,8,10.6,22.2,-, , , , 
2,25.9,30.4,19.7,1013.6,76,0,8.7,11.1,22.2,-, , , , 
3,26.3,27,25.6,1018.1,76,0,8,24.1,29.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,25.6,30.7,20.1,1012.5,73,0,8,12,22.2,-, , , , 
8,26,30.8,21.5,1011.8,76,0,8,15.6,29.4,-, , , , 
9,25.8,30.6,22.2,1016.4,70,0,7.7,11.7,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.4,28.2,18,1016.1,77,0,8.2,12.4,22.2,-, , , , 
14,23.7,29.8,17.1,1017.6,59,0,8.7,16.3,25.9,-, , , , 
15,23.3,28.8,16.2,1019.1,56,0,9.2,17.4,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,25.6,29.3,22.4,1014.9,79,0,7.7,21.1,33.5,-, , , , 
20,25.3,28.7,21.2,1017.7,80,0,7.7,12,33.5,-, , , , 
21,24.5,28.2,19.4,1017.6,77,0,7.6,13.1,22.2,-, , , , 
22,,,,,,,,,,,o, ,o, 
23,,,,,,,,,,,o, ,o, 
24,,,,,,,,,,, , , , 
25,21.7,26.2,18,1015.6,78,0,11.6,14.4,22.2,-, , , , 
26,24.3,28.9,17.6,1014.5,77,0,12.9,17.2,24.1,-, , , , 
27,25.3,29.6,20.4,1014.7,76,0,10,18.5,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,26.3,29.8,24.5,1012.7,88,0,6.9,11.3,22.2,-, , , , 
1,25.6,28.8,23.7,1014,79,0,6.9,14.3,29.4,-, , , , 
2,24.5,30,19.5,1017.5,71,0,7.6,17.4,29.4,-, , , , 
3,24.2,27.8,18.8,1020.2,76,0,7.7,14.8,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,22.4,29.5,16.6,1018.1,80,0,14.3,15.7,22.2,-, , , , 
8,23.7,29.2,18.2,1014,75,0,14.3,14.1,25.9,-, , , , 
9,27.4,33.8,21.3,1011.2,46,0,12.9,21.9,37,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,24.1,27,19.8,1020,81,0,8.5,19.8,29.4,-, , , , 
14,23.8,27.6,19.7,1020.1,85,0,9.5,11.3,25.9,-, , , , 
15,25.7,32.6,20.1,1015.5,78,0,9.8,13.5,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,21,26.7,15.3,1020.6,80,0,15,15.6,29.4,-, , , , 
20,22.4,28.8,15.2,1021.1,73,0,11.9,20.4,31.3,-, , , , 
21,23.6,27.7,17.3,1020.4,83,0,10,13.7,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,23.2,27.5,20.3,1025.1,81,0,9.2,11.3,25.9,-, , , , 
26,22.9,28.3,18,1021.2,78,0,10,13.7,22.2,-, , , , 
27,22.9,25.5,21,1017.7,66,1.02,10.8,16.1,22.2,-, , , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,20.2,25.2,15.3,1020.9,85,0,9.5,15.9,22.2,-, , , , 
2,20.6,26.2,16.2,1024,84,0,9,16.7,25.9,-, , , , 
3,21.6,26.1,16.4,1024.3,86,0,8.5,11.7,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,21.7,26.4,16.6,1023.5,85,0,10,17.6,29.4,-, , , , 
8,22.9,28.2,17.7,1019.7,80,0,10.5,17,29.4,-, , , , 
9,20.9,25.2,18,1020.9,91,10.92,8.7,8.3,18.3,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,21.4,27.3,16.2,1020.2,77,0,11.6,18.9,33.5,-, , , , 
14,20.9,26.6,17.9,1020,79,0,10,17.8,29.4,-, , , , 
15,21.6,26.8,17.5,1022.4,73,0,10,14.3,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,19.7,22.7,16.5,1023.1,72,3.05,9.5,17.8,29.4,-, , , , 
20,17.4,23.2,13.4,1024.1,82,0,10,13.5,25.9,-, , , , 
21,17.9,23.2,13.7,1022.8,78,0,12.6,17.6,31.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,20.1,21.4,18,1022.1,75,0,9.5,24.1,29.4,-, , , , 
26,19.8,22.8,18.1,1024.9,75,0,9.2,8.7,18.3,-, , , , 
27,18.2,22.7,15,1024.4,78,0,10,13,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,,o, , , 
31,16.2,19.7,14.7,1022.7,80,19.05,9.3,19.8,25.9,-,o, , , 
1,17.2,20.6,14.4,1023.9,71,4.06,9.5,24.1,38.9,-,o, , , 
2,16.1,20.6,13.8,1020.6,82,4.06,9.7,12.2,18.3,-,o, , , 
3,15.4,20.6,11.4,1018.2,80,0.25,9.7,16.7,29.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,18.4,22.3,15.3,1011,80,0,8.9,8.7,22.2,-, , , , 
8,16.3,22.2,13,1018.1,82,5.08,11.9,15,22.2,-, , , , 
9,16.8,22.5,11.2,1017.2,81,0,10,18,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,15,21.4,10.6,1016.1,80,3.05,10,18.5,29.4,-, , , , 
14,19.6,27,12.5,1010.5,57,0,10,18.5,37,-, , , , 
15,20.9,25.6,15.8,1008.8,59,0,10,22.6,44.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,14.6,17.7,12.8,1018.4,91,13.97,8.7,11.3,25.9,-,o, , , 
20,14.6,22.4,10.8,1018.1,86,0,10.8,21.7,29.4,-, , , , 
21,19.7,23.4,15.6,1011.7,71,0.51,9.3,21.7,33.5,-,o, , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,15.2,22.2,12.2,1028.6,83,0,10,19.1,33.5,-, , , , 
26,14.9,20.4,10.2,1026,86,0,10,15.7,25.9,-, , , , 
27,17.8,25.7,11.7,1017.2,62,0,10.8,24.3,44.3,-, , , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
1,12.2,16.4,9,1020.7,69,0.25,10,21.7,33.5,-,o, , , 
2,9.8,14.7,6.4,1020.5,81,0.51,8.9,18.3,29.4,-,o, ,o, 
3,10,12.4,9.4,1020.3,85,7.87,8.5,18.5,25.9,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,11.7,17.8,6.1,1023.4,71,0,10.6,26.3,33.5,-, , , , 
8,12.5,15.2,8.4,1025.9,63,0,10,20,33.5,-, , , , 
9,10.2,17.4,6.5,1019.5,75,0,10,24.1,35.2,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,10.3,13.8,8.5,1016.2,79,2.03,9.2,15.9,29.4,-,o, ,o, 
14,9.2,11.6,7.8,1018.7,89,16,9,18.9,25.9,-,o, , , 
15,11.7,17.1,6.8,1014.9,63,0,10,31.5,51.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.2,23,13.4,1007.1,55,0,10,27.8,44.3,63,o, , , 
20,15.8,20.3,12.5,1014.4,63,0,11.1,24.6,40.7,-, , , , 
21,17.1,19.3,11.2,1006.9,58,0,9.3,26.5,33.5,-,o, , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,14.5,23.8,9.3,1024,62,0,13.2,26.1,40.7,-, , , , 
26,15,22.6,11.5,1028.6,62,0,11.6,24.8,37,-, , , , 
27,13.4,18.1,9.6,1033,74,0,8.9,13.1,33.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,10.9,17.4,7.2,1027.9,82,0,8.5,20.7,33.5,-, , , , 
1,11.4,18.4,8.3,1027,83,0,9.2,20.7,29.4,-, , , , 
2,10.3,16.6,6.6,1027.2,81,0,9.7,22.2,40.7,-, , , , 
3,12.4,20.8,8.2,1024.1,69,0,10.1,22.6,29.4,-, , , , 
4,,,,,,,,,,,o, ,o, 
5,,,,,,,,,,,o, ,o, 
6,,,,,,,,,,,o, , , 
7,11.7,14.6,9.4,1018.3,82,4.06,8.7,28.9,37,-,o, , , 
8,13.1,16.7,10.6,1015.6,87,0.25,8.7,13,25.9,-,o, , , 
9,12.1,15.2,8.3,1013.6,85,0.51,7.4,17.2,25.9,-,o, , , 
10,,,,,,,,,,,o, ,o, 
11,,,,,,,,,,,o, ,o, 
12,,,,,,,,,,, , , ,o
13,8.9,12.2,6.5,1026,80,13.97,7.6,23.3,48.2,-,o, , , 
14,9.6,16.7,5.9,1026.8,77,8.89,10.6,21.5,38.9,-, , , , 
15,11.4,18.5,7.5,1024.6,68,0,10.6,23.5,37,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,10.7,16.6,7,1020.1,83,0,10,20.7,37,-, , , , 
20,13.1,19.3,8.7,1019.2,75,0,13.7,18.5,25.9,-, , , , 
21,12.9,20.4,9,1019,79,0,10,11.7,33.5,-,o, , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,11.6,17.1,8.5,1023.6,68,0,10,14.8,22.2,-, , , , 
26,13.8,22.4,7.4,1017.6,55,0,13.2,23.5,37,-, , , , 
27,13.6,18.6,8.4,1018.9,67,0,10.8,14.8,25.9,-,o, , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
31,10.4,16.3,5.3,1020.4,78,1.02,9.3,18,29.4,-, , , , 
1,13.5,17.5,9.6,1016.4,67,0.51,10.8,21.5,33.5,-,o, , , 
2,11.1,16.4,8,1009.8,79,0,8.9,25.4,40.7,-,o, , , 
3,11.2,16.7,7.1,1016.8,80,29.97,9.8,38.5,48.2,-,o, , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,11.9,16.3,7.5,1024.5,76,0,9.8,21.5,29.4,-, , , , 
8,16.9,21.5,10.9,1016.8,57,0,10,26.1,40.7,-, , , , 
9,13.8,18,11,1018.8,56,2.03,8.4,38.3,55.4,-,o, , , 
10,,,,,,,,,,,o, ,o, 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,,o, , , 
13,8.4,14.2,4.3,1021.3,74,0.25,10.1,19.6,33.5,-,o, ,o, 
14,8.6,13.2,4.6,1020.3,80,7.87,9.2,16.9,29.4,-,o, ,o, 
15,6.7,10.4,5.6,1024,91,6.1,8.2,21.3,27.8,-,o, , , 
16,,,,,,,,,,,o, ,o, 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,, , , , 
19,8.8,14.6,3.3,1019.9,75,0,10,19.4,29.4,-, , , , 
20,11.7,15.2,9.4,1021.6,79,0.51,9.8,17.2,25.9,-, , , , 
21,11.9,18.7,7.7,1022.8,80,0,10,20.2,33.5,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,8.5,13.8,5.2,1012.4,75,0,9.8,15.7,25.9,-, , ,o, 
26,8.7,14.4,4.3,1014.2,66,1.02,11.4,21.1,37,-, , , , 
27,12.3,19.8,5.8,1010.8,60,0,8.2,19.8,46.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
1,10.9,17,7.4,1010,71,0,9.3,16.5,37,-,o, , , 
2,10.6,15.4,6,1017.7,71,4.06,8,18.7,33.5,-,o, ,o, 
3,12.9,17.3,5.2,1014.2,65,0,10,19.8,29.4,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,,o, ,o, 
6,,,,,,,,,,, , , , 
7,9.1,14.7,4,1022.6,78,0,8,16.7,33.5,-, , , , 
8,10,16.3,4.5,1018.2,77,0,8.7,17.6,33.5,-,o, , , 
9,8.4,16.2,6.6,1014.8,83,2.03,8.2,26.3,37,-,o, , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,12,19.8,7,1012.1,70,0,8.5,21.5,29.4,-, , , , 
14,12.4,13.8,10.9,1008.2,84,1.02,7.9,8.5,25.9,-,o, , , 
