Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
30,,,,,,,,,,, , , , 
1,33.6,43.1,26.1,1011.4,-,0,10,15.6,24.1,-, , , , 
2,33.4,43.2,23.9,1008.9,-,0,10,15.9,25.9,-, , , , 
3,33.5,42.7,21.6,1008.8,-,0,9.2,11.5,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,29.4,38,22.5,1010.8,17,0,9.5,29.8,51.9,-, , , , 
8,31.1,38.7,22,1011.5,12,0,10,14.3,25.9,-, , , , 
9,31.1,38.5,24,1013.3,18,0,7.2,23.2,33.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,34.3,40.1,28.4,1008.9,19,0,10,18.3,25.9,-, , , , 
14,34.4,39.3,20.3,1007.4,18,0,7.6,29.6,44.3,-, , , , 
15,30.6,35.4,27.4,1009.6,17,0,6.6,35.2,55.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,33.1,40.7,23,1007.5,-,0,10,15.9,25.9,-, , , , 
20,33.2,43.2,23.8,1008.8,-,0,10,10.2,18.3,-, , , , 
21,34.8,43.1,24.2,1008.9,12,0,8.9,20.2,27.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,31.1,38.5,23.1,1008.6,-,0,9.7,18.5,27.8,-, , , , 
26,31.8,40.7,21.5,1011.3,-,0,11.4,16.1,29.4,-, , , , 
27,33.6,41.7,23.6,1010.3,13,0,8.9,24.6,40.7,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,26.3,35.2,16.9,1018.9,19,0,13.2,20.7,29.4,-, , , , 
1,28.6,38,17.9,1016.6,13,0,10,24.4,31.3,-, , , , 
2,31.1,40,20.2,1014.7,-,0,13.7,21.9,37,-, , , , 
3,32.6,40.2,23,1013.2,-,0,13.7,23.7,29.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,32.1,38.9,26.5,1015.5,17,0,10,21.5,40.7,-, , , , 
8,33.9,40,26.6,1012.1,20,0,8,11.9,29.4,-, , , , 
9,34.6,39.5,28.6,1008.1,21,0,4.3,33.5,51.9,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,37.7,44.5,27.2,1010.5,-,0,10,20.2,33.5,-, , , , 
14,37.2,45.3,27.6,1008.2,12,0,8,24.6,33.5,-, , , , 
15,37.8,44.5,28.6,1009.5,-,0,10,19.3,24.1,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,37.6,44.8,25.1,1008.5,-,0,13.8,24.6,40.7,-, , , , 
20,36.9,46.4,27.8,1008.2,-,0,9.5,14.1,25.9,-, , , , 
21,37.4,47.9,28.6,1007.9,-,0,10.6,12.2,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,34.8,43.2,26.1,1008,-,0,11.6,16.5,37,-, , , , 
26,38.8,43.6,34,1010.8,-,0,8.7,12,22.2,-, , , , 
27,37.6,44.4,29.8,1012.5,-,0,7.6,21.5,33.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,36.1,42.2,31,1009.4,14,0,4.2,30.2,55.4,-,o, , , 
2,35.5,42.2,29,1010,16,1.02,2.4,47.6,70.2,-, , , , 
3,37.7,44.9,29.4,1010.7,16,0,5.6,24.6,44.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,38.4,47.3,28.8,1006.4,-,0,8.5,25.2,37,-, , , , 
8,38.7,46.5,29,1007.1,-,0,11.9,17,29.4,-, , , , 
9,38.4,47.4,30.4,1007.4,-,0,15,12.2,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,35.5,43.6,26.4,1006.5,17,0,9.7,14.1,29.4,-, , , , 
14,37.9,44.5,28.6,1007.5,-,0,6.4,22.6,48.2,-, , , , 
15,38.4,46.5,28.8,1007.8,-,0,7.4,15,33.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,38.4,46.1,30.2,1007.4,-,0,11.9,15.7,55.4,-, , , , 
20,38.6,46.7,29.5,1009.2,8,0,7.6,22.8,40.7,-, , , , 
21,39.2,44.4,29.4,1008.4,-,0,9.3,23.3,29.4,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,39.4,46.7,29.6,1008,-,0,10,21.9,44.3,-, , , , 
26,39.4,47,29.4,1006.9,-,0,10,16.5,33.5,-, , , , 
27,37.7,45.2,27.8,1008.5,-,0,9.7,22.8,33.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,37.2,46.5,26,1005.5,-,0,15,21.3,33.5,-, , , , 
1,37.5,46.4,27.5,1006.1,-,0,13.7,13.9,20.6,-, , , , 
2,39.8,46.4,32.8,1006.5,13,0,4.7,28.5,33.5,-, , , , 
3,38.1,46,28.5,1008.2,-,0,9,28.3,40.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,35.8,44.4,27.3,1007.8,-,0,12.6,22.4,29.4,-, , , , 
8,38.2,46.6,25.1,1008,-,0,14.3,16.1,33.5,-, , , , 
9,38.3,46.6,29.5,1006.9,-,0,13.2,16.1,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,39.3,43,32.7,1008.9,16,0,1.1,32.6,74.1,-, , , , 
14,37.4,45.2,31.4,1009.3,20,0,4,11.3,20.6,-, , , , 
15,35.4,45.8,27,1009.5,10,0,6.9,23.5,37,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,37.8,45.5,27.6,1010.2,-,0,12.9,26.7,37,-, , , , 
20,38.9,44.5,33.1,1009.5,-,0,11.4,26.3,33.5,-, , , , 
21,36,44.8,27.7,1009.1,14,0,11.1,27.8,40.7,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,37.2,45.5,27.3,1008.7,-,0,10,13,22.2,-, , , , 
26,37.2,44.8,28,1007.7,11,0,10.3,17.6,33.5,-, , , , 
27,36.1,42.4,27,1007.7,-,0,2.6,27.4,46.5,-, , , , 
28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,,,,,,,,,,, , , , 
1,36.2,45,28.5,1010.8,13,0,9.8,20,24.1,-, , , , 
2,38.1,45.5,29.4,1009.4,-,0,9.7,23,44.3,-, , , , 
3,36.1,44.4,30.5,1008.6,11,0,9.3,30.6,48.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,37,44.4,27.5,1012.3,12,0,11.1,25.4,33.5,-, , , , 
8,34.3,39.6,28.1,1013.4,16,0,9.8,30.7,40.7,-, , , , 
9,29.1,38.6,22.6,1013.7,26,0,11.6,34.3,50,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,32.2,39.7,22.4,1015.1,12,0,13.4,34.3,44.3,-, , , , 
14,31.2,40.5,24.1,1014.3,14,0,13.4,33.9,48.2,-, , , , 
15,32.9,38.8,24.7,1014.4,19,0,6.8,9.8,18.3,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,28.7,36.4,20.5,1015.5,22,0,9.8,26.7,38.9,-, , , , 
20,28.8,35.7,20.7,1013.8,27,0,10,32.6,46.5,-, , , , 
21,29,36.3,21.3,1014.4,27,0,13.7,25.2,31.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,32.4,38.2,23.7,1013.9,16,0,14.2,12,22.2,-, , , , 
26,31.3,38.2,22.5,1011.7,17,0,15,15,24.1,-, , , , 
27,31,39.8,22.9,1010.8,19,0,15,13.3,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,26.7,32.4,21.2,1015,51,0,15,15.6,22.2,-, , , , 
2,27.5,34.2,20,1015.5,34,0,14.3,11.5,20.6,-, , , , 
3,29.3,36.2,22.4,1014.5,32,0,14.2,18.3,33.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,25.8,31,22.4,1017.5,55,0,11.1,18,37,-,o, , , 
8,24.6,32.5,18.3,1015.8,48,2.03,15,19.4,22.2,-, , , , 
9,26.7,33.4,17.9,1013.7,33,0,14.8,15.9,27.8,-, , , , 
10,,,,,,,,,,,o, ,o, 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23,31.4,14.8,1016.3,24,0,15,20.4,29.4,-, , , , 
14,23.8,31.4,15,1016.2,23,0,15,22.2,27.8,-, , , , 
15,23.6,32.4,13.8,1015.7,17,0,15,17.6,27.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,28.5,37.6,21.6,1013,19,0,12.6,11.9,16.5,-, , , , 
20,28.5,38.3,20.1,1013.1,17,0,15,10.4,22.2,-, , , , 
21,29.4,38.3,22.6,1014,16,0,12.6,9.4,24.1,-,o, , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,27.2,36,20.5,1015.7,16,0,9.5,27.4,37,-, , , , 
26,28.1,35.5,21.1,1014.9,14,0,8.2,32,48.2,-, , , , 
27,26.8,36.6,19.5,1014.3,16,0,9.5,27.4,35.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,22.9,29.8,14.5,1017.9,34,0,15,15.2,20.6,-, , , , 
1,22.1,31.4,14.5,1017,25,0,16.3,13.5,20.6,-, , , , 
2,23.1,32.7,14.7,1015.2,24,0,15,15.4,20.6,-, , , , 
3,24.9,33.6,17.4,1013.6,24,0,16.9,15.6,25.9,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.8,26.4,14,1020.8,49,0,10.8,35.7,48.2,-, , , , 
8,19.3,26.6,12,1017.8,52,0,10.8,26.7,29.4,-, , , , 
9,19.1,27,11.5,1015.4,44,0,10.6,17.2,37,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,16.9,23.8,9.3,1020.4,37,0,20,25.4,37,-, , , , 
14,19.7,25.6,13.7,1018,31,0,18.3,10.7,20.6,-, , , , 
15,15.4,23.5,11,1018.9,34,0,10.9,24.6,55.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.1,25.9,11.9,1023.8,43,0,11.9,37.4,55.4,-, , , , 
20,15.3,23.5,7.4,1025.6,42,0,14.3,26.5,37,-, , , , 
21,13.5,23.2,5.7,1019.2,43,0,17.5,16.1,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,20.7,26.6,13,1005.2,33,0,6.6,33.3,50,-, , , , 
26,16.7,22,11.1,1009.8,42,0,12.6,18.3,22.2,-, , , , 
27,14.5,23,6.3,1016.6,29,0,16.3,20.2,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.4,24.7,9.3,1019.8,30,0,23.8,11.1,18.3,-, , , , 
2,16.9,24.5,10.1,1018.4,29,0,18.8,22.6,31.3,-, , , , 
3,19.7,29.5,13,1017.2,23,0,20,24.3,38.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , ,o, 
6,,,,,,,,,,, , , , 
7,21.1,27.4,16.8,1012,32,0,10.1,21.7,55.4,-,o, , , 
8,16.9,24.5,13.8,1014,45,0,14.3,14.3,33.5,-, , , , 
9,14,21.4,9.5,1019,56,2.03,20.9,12.2,20.6,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.6,25,7.1,1017.1,34,0,24.9,12.4,18.3,-, , , , 
14,17.2,25.2,10,1017.4,32,0,23.2,21.9,33.5,-, , , , 
15,18.1,26,10,1019.7,39,0,21.7,11.5,20.6,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,15.1,24.6,6.4,1021.7,42,0,21.9,18.9,57.2,-, , , , 
20,15.1,26.3,5.8,1023.1,35,0,23.8,15.2,22.2,-, , , , 
21,15.5,26.1,5.3,1025.4,27,0,23.5,13.7,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,11.8,17.9,5.4,1021.1,66,0,15.6,29.6,40.7,-, , , , 
26,12.4,26.7,6.6,1020.9,69,0,8.5,35,51.9,-, , , , 
27,10.8,15.6,2.5,1024.6,82,0,8,40.4,59.1,-,o, , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,10.5,16.5,5.8,1022.3,62,0,12.7,21.9,33.5,-, , , , 
1,8,13.5,3.5,1019.5,72,0,13.7,21.5,33.5,-, , , , 
2,8.9,16.2,2.8,1022.9,62,0,23.5,25,31.3,-, , , , 
3,10.9,17.5,2.5,1028.1,53,0,20,19.4,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,12.1,21,8.5,1024.7,44,0,13.5,19.3,27.8,-, , , , 
8,10.7,16.6,1.4,1030,44,0,15.6,29.8,38.9,-, , , , 
9,8.1,17.5,0.3,1030,42,0,18.8,25.2,42.4,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,11.2,19,3.2,1021.7,37,0,18.7,12.4,20.6,-, , , , 
14,15.9,22.5,6.2,1019.3,30,0,20.8,14.1,18.3,-, , , , 
15,16.1,25.2,6.7,1018.5,18,0,21.4,17.6,22.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.8,22.4,6.1,1017.7,35,0,19.3,11.5,18.3,-, , , , 
20,13.3,22.5,6,1017.9,41,0,18.3,14.4,20.6,-, , , , 
21,12.5,20.1,7,1024.2,39,0,15,23.3,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,14.4,22.7,6.4,1021,43,0,19.3,16.1,22.2,-, , , , 
26,15.9,25.5,6.5,1020.4,32,0,20.8,12.8,18.3,-, , , , 
27,14.5,26.4,7.4,1019.3,30,0,24.3,12.8,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,22.3,29.7,17.1,1019.4,24,0,4.3,45.7,59.1,-, , , , 
1,17.5,22.5,12.8,1019.8,27,0,10,27,37,-, , , , 
2,18.1,20.6,16.5,1014.5,31,0,7.7,28.9,37,-,o, , , 
3,15.8,21.7,8.1,1015,54,0.51,9.8,13.7,29.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,11.6,23.5,3.7,1014.4,-,0,12.9,28.9,70.2,-, , , , 
8,8.3,11.5,5.6,1016.9,77,1.02,7.7,42,55.4,-,o, , , 
9,12.6,18.2,8.4,1017.5,43,0,5.6,43.9,59.1,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,16.1,24.5,8,1024,31,0,17.9,31.7,46.5,-, , , , 
14,16.6,25.4,7.5,1021.9,26,0,17.9,23.2,37,-, , , , 
15,14.6,25.1,5.2,1018.1,18,0,18.2,14.6,27.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,17.6,26.4,9,1020.7,21,0,18.3,16.7,25.9,-, , , , 
20,18.1,25.1,9.5,1020.6,19,0,17.5,20.6,35.2,-, , , , 
21,21.2,27.8,13.8,1019.6,24,0,17.2,12.2,20.6,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,23.5,30,18.4,1010.6,40,0,8.9,14.4,22.2,-, , , , 
26,20.8,27.7,14.4,1007.9,39,0,13.8,18.1,40.7,-, , , , 
27,17.4,26,11.9,1007.7,33,0,8.4,30.4,46.5,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, , , 
1,17.2,18.2,15.8,1013.1,90,2.03,11.9,23.9,37,-,o, , , 
2,19.4,24,15.8,1010,80,10.92,13.5,16.7,33.5,-,o, , , 
3,19.3,23.5,15.9,1010.5,56,0.51,12.6,19.6,35.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,11.7,18.2,5.1,1022.8,39,0,11.3,20.9,33.5,-, , , , 
8,13.4,20.8,4.5,1022.1,31,0,20,7.4,14.8,-, , , , 
9,15.8,23.1,6.4,1021.3,30,0,15.8,7.8,14.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.3,24,6.6,1023.4,29,0,20,31.1,37,-, , , , 
14,15.1,26.4,6.6,1020.1,25,0,24.9,20.9,27.8,-, , , , 
15,19.3,28.8,9,1019,14,0,24.8,20.6,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,19.8,30.4,11.5,1019.6,13,0,22.5,23.2,29.4,-, , , , 
20,21.3,32,10.6,1019.3,13,0,22.9,23.3,35.2,-, , , , 
21,22.8,32,12.6,1018.6,-,0,21.4,21.7,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,19,27.5,8.2,1025.6,19,0,7.4,41.9,59.1,-, , , , 
26,21.6,31.2,12.5,1022.9,13,0,15,34.6,57.2,-, , , , 
27,23.6,32.5,14.1,1020.4,12,0,15.6,26.9,38.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,25,30,21.5,1012.4,13,0,7.9,43.3,61.1,-, , , , 
1,27.5,35,18,1010.6,13,0,9,29.6,44.3,-, , , , 
2,28.6,36,22.4,1003.3,-,0,6,41.1,48.2,-, , , , 
3,23.9,28.8,17,1005,15,0,7.4,21.9,33.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,24.2,31.7,14.9,1010,14,0,19.3,18,25.9,-, , , , 
8,24.9,34.7,13.2,1007.4,-,0,15,27,44.3,-, , , , 
9,19.7,35,12.4,1007.3,19,0,20.6,14.1,20.6,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,28.2,36.7,16.4,1015.8,13,0,21.7,25.4,29.4,-, , , , 
14,27.2,36,16.6,1015.1,14,0,23.2,25.9,29.4,-, , , , 
15,27.9,36.5,18.8,1012.9,19,0,22.5,30.2,37,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,31.4,40.3,20.5,1007.4,-,0,24.9,13.1,24.1,-, , , , 
20,30.7,40.5,20.8,1006.2,-,0,24.9,13.1,25.9,-, , , , 
21,27.4,36.7,19.4,1007.6,15,0,24.1,11.9,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,24.3,32.3,18.6,1004.4,30,0,9,29.3,44.3,-, , , , 
26,27.6,32.7,22.5,1004.3,29,0,12.2,22.6,44.3,-, , , , 
27,23.5,30.3,16.7,1011,31,0,10.3,28.7,44.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,29.1,35.6,16.4,1011.5,-,0,24.1,9.8,22.2,-, , , , 
2,28.9,38.9,17,1009.6,-,0,21.9,20,37,-, , , , 
3,29,39.6,16.9,1008.4,12,0,15.4,30.2,55.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,24.6,32.9,15.8,1012.6,22,0,24.1,9.8,18.3,-, , , , 
8,27.4,35.6,16,1014.2,15,0,24.9,8.7,18.3,-, , , , 
9,29.8,37.8,17.3,1013.6,14,0,24.9,15.6,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,23.6,31.4,15.5,1007.6,32,0,9.2,26.7,40.7,-, , , , 
14,27.6,35.5,18.5,1009,22,0,10.9,27.2,55.4,-, , , , 
15,28.9,35,22,1007.6,20,0,12.1,28,42.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,29.2,37.9,18,1010,18,0,16.9,15.4,24.1,-, , , , 
20,31,39.5,17.6,1011.5,-,0,20,10.7,16.5,-, , , , 
21,32.5,41.6,21.6,1010.8,-,0,24.9,14.6,20.6,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,34.4,41.5,23.1,1009.6,-,0,17.2,16.9,29.4,-, , , , 
26,32.8,40.4,23,1008.7,12,0,11.9,28.2,40.7,-, , , , 
27,30.9,39.9,21.9,1006.6,-,0,14.3,10.4,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,29.3,39.3,19,1007.8,15,0,13.5,13.5,25.9,-, , , , 
1,32.1,41.7,20.9,1008.4,-,0,24.3,17.4,31.3,-, , , , 
2,38.1,42.2,34,1008.4,13,0,10.1,24.8,37,-, , , , 
3,34.8,41.5,27.1,1008.9,17,0,10.8,24.1,40.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,30.8,37.4,25,1003.1,19,0,7.4,38,59.1,-, , , , 
8,28.1,36.3,18.4,1008.9,25,0,14.6,20.4,29.4,-, , , , 
9,32.1,40.4,23.1,1008.8,17,0,15.8,23.2,27.8,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,35.6,41.3,30,1012,25,0,15,16.1,22.2,-, , , , 
14,36.2,43.6,28.1,1011.6,35,0,6.9,21.3,37,-, , , , 
15,38.8,47.4,24.5,1008.6,30,1.02,7.1,21.3,40.7,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,37.9,46.6,30.4,1008.5,12,0,8,13,25.9,-, , , , 
20,38.6,45.5,30.4,1009.3,12,0,12.6,10.9,29.4,-, , , , 
21,37.1,46,29.3,1007.4,11,0,18.7,26.1,31.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,37.8,45.5,30.7,1007,12,0,16.9,25.9,42.4,-, , , , 
26,36.2,44.3,28.5,1005.5,14,0,10,28.2,48.2,-, , , , 
27,32.8,40.2,23.4,1006.6,17,0,10,15.9,20.6,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,38.3,43.1,30.9,1010.2,21,0,3.9,22.4,44.3,-, , , , 
2,39.1,45.2,32.5,1009.5,18,0,6.4,5.2,11.1,-, , , , 
3,39.4,46,32.3,1006.9,14,0,8.4,5.2,11.1,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,39.7,47,30.4,1008.2,10,0,11.4,33,51.9,-, , , , 
8,37.1,45.7,25,1006.5,11,0,6.4,40.2,63,-, , , , 
9,37.2,45.4,28.3,1006.4,10,0,8.9,31.7,44.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,38.5,45,30,1009,13,0,10,22.6,33.5,-, , , , 
14,39.9,46.6,31.5,1009.4,13,0,9.5,18.7,33.5,-, , , , 
15,39,47.8,29,1009,10,0,9,16.1,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,40.4,46.3,34.6,1012.7,-,0,9.2,27.8,44.3,-, , , , 
20,39.8,46.1,31.7,1012.2,12,0,10,17.8,27.8,-, , , ,o
21,38.4,45.5,31.5,1009.5,14,0,10,13.7,20.6,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,36.6,43.5,29.3,1011.7,18,0,7.9,32.4,51.9,-, , , , 
26,36.7,43.5,30.5,1011.8,15,0,10.8,41.3,68.3,-, , , , 
27,35.6,43.6,22.9,1011.1,15,0,9.7,38.9,48.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,36.7,45.6,26.5,1008.3,11,0,11.9,29.8,48.2,-, , , , 
1,37.1,45.5,27.2,1010.5,10,0,15.6,21.1,37,-, , , , 
2,37.7,45.5,29.9,1011,-,0,14.5,29.8,48.2,-, , , , 
3,36.3,45.5,27.5,1011,13,0,14.3,29.1,50,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,37.7,46.7,29.3,1010.5,11,0,13.7,23.9,33.5,-, , , , 
8,38.2,46.6,28.5,1009.5,13,0,10,19.4,25.9,-, , , , 
9,38.9,46.4,29.7,1008.2,11,0,10.9,14.1,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,38.1,45,30,1010.7,-,0,9.7,30.7,44.3,-, , , , 
14,37.2,44.1,27.6,1010.3,-,0,8.7,24.4,48.2,-, , , , 
15,36.5,44.6,27.6,1009.6,11,0,14.3,24.4,38.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,37.3,44.7,29.6,1008.1,12,0,13,27.8,44.3,-, , , , 
20,36.7,44.4,26.3,1009.1,14,0,17.5,18.3,29.4,-, , , , 
21,37,46,27.6,1009,10,0,12.9,20.2,35.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
